"answer_key_id","answer_key_profile","method","candidate_pattern","syllable_count_relation","rank","candidate","rating"
"ak_001","canonical_disyllabic","llm","canonical","same","12","mica","poor"
"ak_001","canonical_disyllabic","llm","canonical","different","12","minhoca","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","same","12","misto","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","12","fisgada","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","12","viga","ideal"
"ak_001","canonical_disyllabic","rule_based","canonical","different","12","falada","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","12","folha","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","12","videira","poor"
"ak_001","canonical_disyllabic","llm","canonical","same","13","viga","usable"
"ak_001","canonical_disyllabic","llm","canonical","different","13","piloto","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","same","13","pinta","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","13","fístula","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","13","jiló","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","different","13","filipe","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","13","brita","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","13","vidraça","poor"
"ak_001","canonical_disyllabic","llm","canonical","same","14","mira","poor"
"ak_001","canonical_disyllabic","llm","canonical","different","14","pipira","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","same","14","pinto","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","14","vitrine","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","14","fada","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","different","14","física","usable"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","14","cinta","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","14","vírgula","poor"
"ak_001","canonical_disyllabic","llm","canonical","same","15","gira","not_a_noun"
"ak_001","canonical_disyllabic","llm","canonical","different","15","figura","usable"
"ak_001","canonical_disyllabic","llm","noncanonical","same","15","pinga","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","15","vitrola","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","15","fera","usable"
"ak_001","canonical_disyllabic","rule_based","canonical","different","15","virado","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","15","via","ideal"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","15","vinheta","poor"
"ak_001","canonical_disyllabic","llm","canonical","same","16","lira","usable"
"ak_001","canonical_disyllabic","llm","canonical","different","16","vitela","usable"
"ak_001","canonical_disyllabic","llm","noncanonical","same","16","vinco","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","16","pistola","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","16","fora","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","different","16","fígado","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","16","final","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","16","citação","poor"
"ak_001","canonical_disyllabic","llm","canonical","same","17","lima","usable"
"ak_001","canonical_disyllabic","llm","canonical","different","17","pijama","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","same","17","visto","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","17","pintura","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","17","fuça","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","different","17","pílula","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","17","chili","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","17","mochila","poor"
"ak_001","canonical_disyllabic","llm","canonical","same","18","pira","poor"
"ak_001","canonical_disyllabic","llm","canonical","different","18","pivete","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","same","18","prisma","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","18","fitagem","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","18","cela","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","different","18","tigela","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","18","fossa","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","18","filial","usable"
"ak_001","canonical_disyllabic","llm","canonical","same","19","vida","usable"
"ak_001","canonical_disyllabic","llm","canonical","different","19","picanha","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","same","19","clima","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","19","vínculo","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","19","sala","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","different","19","faceta","poor"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","19","vinda","not_a_noun"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","19","argila","poor"
"ak_001","canonical_disyllabic","llm","canonical","same","20","pila","not_a_noun"
"ak_001","canonical_disyllabic","llm","canonical","different","20","lipoma","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","same","20","brisa","poor"
"ak_001","canonical_disyllabic","llm","noncanonical","different","20","filtragem","poor"
"ak_001","canonical_disyllabic","rule_based","canonical","same","20","sela","usable"
"ak_001","canonical_disyllabic","rule_based","canonical","different","20","cigana","usable"
"ak_001","canonical_disyllabic","rule_based","noncanonical","same","20","ilha","usable"
"ak_001","canonical_disyllabic","rule_based","noncanonical","different","20","violão","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","1","café","ideal"
"ak_002","canonical_disyllabic","llm","canonical","different","1","chá","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","same","1","galpão","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","1","sal","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","1","balé","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","1","cabaré","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","1","chalé","ideal"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","1","cautela","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","2","balé","ideal"
"ak_002","canonical_disyllabic","llm","canonical","different","2","pá","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","same","2","balde","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","2","sol","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","2","calo","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","2","cafuné","ideal"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","2","galão","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","2","cartela","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","3","ralé","usable"
"ak_002","canonical_disyllabic","llm","canonical","different","3","pé","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","same","3","calça","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","3","mel","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","3","gala","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","3","cadela","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","3","caule","usable"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","3","castelo","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","4","patê","ideal"
"ak_002","canonical_disyllabic","llm","canonical","different","4","fé","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","4","carnê","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","4","mal","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","4","galã","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","4","canela","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","4","calha","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","4","galileu","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","5","rapé","usable"
"ak_002","canonical_disyllabic","llm","canonical","different","5","ré","ideal"
"ak_002","canonical_disyllabic","llm","noncanonical","same","5","garçom","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","5","pão","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","5","galo","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","5","balela","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","5","galho","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","5","calúnia","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","6","pavê","ideal"
"ak_002","canonical_disyllabic","llm","canonical","different","6","dê","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","same","6","cartaz","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","6","mão","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","6","café","ideal"
"ak_002","canonical_disyllabic","rule_based","canonical","different","6","cabelo","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","6","cartéis","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","6","calorão","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","7","sapê","ideal"
"ak_002","canonical_disyllabic","llm","canonical","different","7","tê","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","same","7","palma","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","7","cão","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","7","gata","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","7","caçula","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","7","cartel","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","7","calibre","usable"
"ak_002","canonical_disyllabic","llm","canonical","same","8","purê","poor"
"ak_002","canonical_disyllabic","llm","canonical","different","8","lê","not_a_noun"
"ak_002","canonical_disyllabic","llm","noncanonical","same","8","pasto","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","8","gás","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","8","gato","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","8","camelo","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","8","calor","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","8","galáxia","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","9","buquê","poor"
"ak_002","canonical_disyllabic","llm","canonical","different","9","gê","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","same","9","peste","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","9","mês","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","9","cara","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","9","camelô","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","9","cárie","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","9","galinha","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","10","chulé","poor"
"ak_002","canonical_disyllabic","llm","canonical","different","10","quê","not_a_noun"
"ak_002","canonical_disyllabic","llm","noncanonical","same","10","mestre","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","10","réu","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","10","casa","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","10","camila","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","10","gatão","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","10","cabresto","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","11","bebê","poor"
"ak_002","canonical_disyllabic","llm","canonical","different","11","galena","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","11","gente","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","11","graveto","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","11","gado","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","11","camilo","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","11","gaita","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","11","cabrita","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","12","filé","poor"
"ak_002","canonical_disyllabic","llm","canonical","different","12","galera","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","12","ponte","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","12","problema","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","12","gaza","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","12","capela","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","12","catar","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","12","cabrito","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","13","cachê","poor"
"ak_002","canonical_disyllabic","llm","canonical","different","13","galeto","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","13","fonte","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","13","caderno","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","13","gaze","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","13","casulo","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","13","canto","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","13","canhota","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","14","mate","usable"
"ak_002","canonical_disyllabic","llm","canonical","different","14","galego","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","14","tarde","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","14","carteira","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","14","bala","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","14","catalã","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","14","carta","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","14","canhoto","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","15","vale","usable"
"ak_002","canonical_disyllabic","llm","canonical","different","15","galopé","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","15","verde","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","15","balança","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","15","gate","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","15","cavalo","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","15","casta","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","15","carreta","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","16","base","usable"
"ak_002","canonical_disyllabic","llm","canonical","different","16","gaveta","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","16","golfe","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","16","cortina","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","16","pajé","usable"
"ak_002","canonical_disyllabic","rule_based","canonical","different","16","galeto","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","16","gasto","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","16","carreto","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","17","fase","poor"
"ak_002","canonical_disyllabic","llm","canonical","different","17","caneta","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","17","conde","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","17","corredor","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","17","data","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","17","jacaré","ideal"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","17","granel","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","17","carrossel","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","18","case","usable"
"ak_002","canonical_disyllabic","llm","canonical","different","18","cabana","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","same","18","morte","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","18","pastelão","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","18","pata","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","18","calada","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","18","cauda","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","18","galeão","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","19","gaze","usable"
"ak_002","canonical_disyllabic","llm","canonical","different","19","banana","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","same","19","guelra","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","19","garimpo","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","19","patê","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","19","calado","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","19","causa","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","19","gargalo","poor"
"ak_002","canonical_disyllabic","llm","canonical","same","20","gafe","usable"
"ak_002","canonical_disyllabic","llm","canonical","different","20","camisa","usable"
"ak_002","canonical_disyllabic","llm","noncanonical","same","20","salto","poor"
"ak_002","canonical_disyllabic","llm","noncanonical","different","20","canguru","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","same","20","pato","poor"
"ak_002","canonical_disyllabic","rule_based","canonical","different","20","cálice","usable"
"ak_002","canonical_disyllabic","rule_based","noncanonical","same","20","causo","poor"
"ak_002","canonical_disyllabic","rule_based","noncanonical","different","20","cancela","poor"
"ak_003","canonical_disyllabic","llm","canonical","same","1","bolo","poor"
"ak_003","canonical_disyllabic","llm","canonical","different","1","bolota","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","same","1","ronco","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","different","1","porquinho","poor"
"ak_003","canonical_disyllabic","rule_based","canonical","same","1","rodo","usable"
"ak_003","canonical_disyllabic","rule_based","canonical","different","1","romano","ideal"
"ak_003","canonical_disyllabic","rule_based","noncanonical","same","1","rosto","poor"
"ak_003","canonical_disyllabic","rule_based","noncanonical","different","1","rochedo","poor"
"ak_003","canonical_disyllabic","llm","canonical","same","2","polo","poor"
"ak_003","canonical_disyllabic","llm","canonical","different","2","bolero","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","same","2","porco","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","different","2","corredor","poor"
"ak_003","canonical_disyllabic","rule_based","canonical","same","2","solo","ideal"
"ak_003","canonical_disyllabic","rule_based","canonical","different","2","romeno","ideal"
"ak_003","canonical_disyllabic","rule_based","noncanonical","same","2","broto","poor"
"ak_003","canonical_disyllabic","rule_based","noncanonical","different","2","roqueiro","poor"
"ak_003","canonical_disyllabic","llm","canonical","same","3","colo","ideal"
"ak_003","canonical_disyllabic","llm","canonical","different","3","polaco","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","same","3","corpo","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","different","3","tornado","poor"
"ak_003","canonical_disyllabic","rule_based","canonical","same","3","bolo","usable"
"ak_003","canonical_disyllabic","rule_based","canonical","different","3","soluço","usable"
"ak_003","canonical_disyllabic","rule_based","noncanonical","same","3","rolha","poor"
"ak_003","canonical_disyllabic","rule_based","noncanonical","different","3","roteiro","poor"
"ak_003","canonical_disyllabic","llm","canonical","same","4","dolo","poor"
"ak_003","canonical_disyllabic","llm","canonical","different","4","colono","usable"
"ak_003","canonical_disyllabic","llm","noncanonical","same","4","torno","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","different","4","fornada","poor"
"ak_003","canonical_disyllabic","rule_based","canonical","same","4","polo","usable"
"ak_003","canonical_disyllabic","rule_based","canonical","different","4","soneto","poor"
"ak_003","canonical_disyllabic","rule_based","noncanonical","same","4","roubo","poor"
"ak_003","canonical_disyllabic","rule_based","noncanonical","different","4","folheto","poor"
"ak_003","canonical_disyllabic","llm","canonical","same","5","lobo","poor"
"ak_003","canonical_disyllabic","llm","canonical","different","5","rodada","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","same","5","forno","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","different","5","bordado","poor"
"ak_003","canonical_disyllabic","rule_based","canonical","same","5","foto","ideal"
"ak_003","canonical_disyllabic","rule_based","canonical","different","5","roleta","poor"
"ak_003","canonical_disyllabic","rule_based","noncanonical","same","5","russo","usable"
"ak_003","canonical_disyllabic","rule_based","noncanonical","different","5","fomento","poor"
"ak_003","canonical_disyllabic","llm","canonical","same","6","lodo","poor"
"ak_003","canonical_disyllabic","llm","canonical","different","6","roçada","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","same","6","morto","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","different","6","fornalha","poor"
"ak_003","canonical_disyllabic","rule_based","canonical","same","6","voto","ideal"
"ak_003","canonical_disyllabic","rule_based","canonical","different","6","rabelo","poor"
"ak_003","canonical_disyllabic","rule_based","noncanonical","same","6","molho","poor"
"ak_003","canonical_disyllabic","rule_based","noncanonical","different","6","solução","poor"
"ak_003","canonical_disyllabic","llm","canonical","same","7","coco","ideal"
"ak_003","canonical_disyllabic","llm","canonical","different","7","rolete","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","same","7","ponto","poor"
"ak_003","canonical_disyllabic","llm","noncanonical","different","7","corcunda","poor"
"ak_003","canonical_disyllabic","rule_based","canonical","same","7","rolé","poor"
"ak_003","canonical_disyllabic","rule_based","canonical","different","7","rótulo","usable"
"ak_003","canonical_disyllabic","rule_based","noncanonical","same","7","olho","usable"
"ak_003","canonical_disyllabic","rule_based","noncanonical","different","7","consolo","poor"
"ak_003","canonical_disyllabic","llm","canonical","same","8","soco","poor"
"ak_003","canonical_disyllabic","llm","canonical","different","8","rolinho","poor"
